cluster,selected_feature,annotation_result,annotation_warning,cluster.size,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,level,Formula,Structure,Total.score,Final.score,Title,MS1.count,MSMS.count,PRECURSORMZ,PRECURSORTYPE,Theoretical.mass,Mass.error,Formula.score,Ontology,InChIKey,SMILES,Links,Chow..1,Chow..2,Chow..3,Chow..4,Chow..5,Chow..6,Chow..7,Chow..8,Chow..9,Chow..10,Chow..11,Chow..12,Chow..13,Chow..14,Chow..15,Chow..16,Chow..17,Chow..18,Chow..19,Chow..20,Chow..21,Blank.1,Blank.2,Blank.3,High.Fat..1,High.Fat..2,High.Fat..3,High.Fat..4,High.Fat..5,High.Fat..6,High.Fat..7,High.Fat..8,High.Fat..9,High.Fat..10,High.Fat..11,High.Fat..12,High.Fat..13,High.Fat..14,High.Fat..15,High.Fat..16,High.Fat..17,High.Fat..18,QC.1,QC.2,QC.3,QC.4,QC.5,QC.6,QC.7,MS.MS.spectrum
2028,neg_7200,Unknown compound,,1,neg,7200,15.195,668.58496,[M-H]-,,,,,,,,,,,,,,,,,,0.0284,0.0564,0.0553,0.0796,0.079,0.0807,0.0245,0.0223,0.0167,0.0297,0.0318,0.0319,0.0099,0.0026,0.0085,0,0,0,0.0034,0,0,0.0234,0.0546,0.1637,0.1821,0.1687,0.1793,0.0988,0.0772,0.0997,0.0927,0.0912,0.1023,0.0719,0.0762,0.0809,0.1334,0.1341,0.1535,0.1394,0.1533,0.1795,0.042,0.0457,0.0351,0.0425,0.0239,0.0431,0.0403,202.12062:35 272.10083:21 366.33563:19 371.13654:56 380.34622:120 469.89362:51 505.34387:59 528.05457:39 528.21423:33 543.75159:32 572.2464:14 592.57288:272 594.90741:18 622.57892:1003 622.75909:39 623.58301:258 623.63757:27 624.19165:17 624.81775:87 668.58777:23
2029,neg_7202,Simple ID,Other possible annotated peaks for this cluster.,2,neg,7202,17.761,668.61206,[M+Cl]-,generic,C42H83NO2,Cer(m18:0/24:1(15Z)),4.2883,4.2883,Unknown,3,12,668.6121,[M+Cl]-,633.642380896,-0.0003178,2.523,N-acyl amines,XBNZFPFCTSJHRI-DQFWHJDUNA-N,O=C(NC(C)C(O)CCCCCCCCCCCCCCC)CCCCCCCCCCCCCC=CCCCCCCCC,LipidMAPS=LMSP00000013,0.0375,0.035,0.0353,0.058,0.0551,0.0555,0.0542,0.0576,0.0614,0.0471,0.0488,0.0505,0.0468,0.047,0.0473,0.03,0.029,0.0299,0.0113,0.0317,0.0364,0.0362,0.0177,0.0571,0.0767,0.085,0.0621,0.0513,0.0245,0.0496,0.0406,0.0407,0.0377,0.0498,0.0547,0.0524,0.0519,0.0478,0.0487,0.0387,0.0463,0.0445,0.0311,0.036,0.0362,0.0317,0.0346,0.0346,0.0358,56.77463:256 56.79055:18 173.01024:13 185.08273:26 186.56378:21 195.38971:16 251.12747:28 283.20956:15 312.9053:26 378.36478:19 378.48083:15 555.37817:80
2030,pos_10586,Double ID,Other possible annotated peaks for this cluster.,5,pos,10586,16.026,692.61713,[M+Na]+,generic,C41H83NO5,"N-(2R-Hydroxytricosanoyl)-2S-amino-1,3S,4R-octadecanetriol",5.5912,5.5912,Unknown,3,5,692.6171,[M+Na]+,669.627124756,-0.0007545,3.368,Phytoceramides,LXCDJSOYWPJYDC-UHFFFAOYNA-N,O=C(NC(CO)C(O)C(O)CCCCCCCCCCCCCC)C(O)CCCCCCCCCCCCCCCCCCCCC,"HMDB=HMDB0035470,FooDB=FDB014155,UNPD=UNPD103097,NPA=NPA013210,COCONUT=CNP0286101",0.0163,0.0127,0.0162,0.02,0.0258,0.0198,0.009,0.0086,0.0078,0.011,0.0132,0.0121,0.0101,0.0084,0.0096,0.0153,0.0359,0.0171,0.0146,0.0121,0.0124,0.0363,0.0286,0.0223,0.1756,0.4563,0.1249,0.024,0.0139,0.0228,0.0089,0.0095,0.0151,0.0145,0.0097,0.0099,0.0785,0.0882,0.0819,0.1874,0.1484,0.1263,0.0206,0.0184,0.0209,0.0244,0.0225,0.0204,0.0209,102.12682:91 391.30246:88 640.55212:12 692.33801:13 692.61755:1041
2031,neg_7212,Unknown compound,,1,neg,7212,8.296,669.45782,[M-H]-,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0101,0.0211,0.026,0.0139,0,0,0.0074,0.0319,0.0081,0,0,0,0.0164,0,0,0.0687,0.0547,0,0.1021,0.1081,0.1242,0.0625,0.039,0.0493,0.0568,0.0558,0.0667,0.1071,0.1099,0.1221,0.1245,0.1355,0.1242,0.1781,0.1621,0.155,0.0398,0.0417,0.0152,0.0094,0.0106,0.026,0.0082,68.99553:853 69.01759:30 69.29652:16 72.83305:13 83.519:19 112.46693:18 112.98531:2084 113.14275:22 113.16863:14 113.38319:34 113.44455:12 113.46325:66 113.98781:105 186.53702:52 188.10797:39 205.79854:22 226.44009:34 227.1304:69 227.30911:11 228.13307:154 234.72585:97 234.90579:161 234.95178:14 236.00034:22 251.47351:20 254.35324:31 270.92157:72 274.15842:21 288.35632:15 297.82248:19 322.9473:56 358.52386:45 372.02658:34 389.82266:24 405.34143:166 439.1394:82 513.86237:21 541.46295:17 556.4447:185 576.953:49 595.49091:17 607.49731:38 615.22803:37 627.06793:88 631.49365:422 631.58447:13 632.49518:88 633.50964:128 641.83759:49 652.08228:13 669.47339:99 669.52728:181
2032,neg_7216,Simple ID,,1,neg,7216,9.092,669.4884,[M-H]-,generic,C38H71O7P,"PA(P-18:0/17:2(9Z,12Z))",3.8212,3.8212,Unknown,3,35,669.4884,[M-H]-,670.493741242,-0.0019352,2.095,"1-(1Z-alkenyl),2-acyl-glycerophosphates",DMUFRDZXBCOLIQ-XWFJXFRKNA-N,O=C(OC(COC=CCCCCCCCCCCCCCCCC)COP(=O)(O)O)CCCCCCCC=CCC=CCCCC,LipidMAPS=LMGP10030038,0.0664,0.0663,0.0945,0.1088,0.1031,0.1035,0.1342,0.1453,0.1277,0.0741,0.0956,0.0882,0.0846,0.0776,0.091,0.0854,0.0862,0.088,0.0927,0.0933,0.091,0.042,0.0327,0.0057,0.1397,0.1116,0.1226,0.1925,0.1992,0.1815,0.2083,0.1923,0.2033,0.2354,0.2329,0.2198,0.1604,0.1366,0.1469,0.223,0.2566,0.2256,0.1378,0.1341,0.142,0.1458,0.1422,0.136,0.1456,96.55694:15 112.98506:278 113.00713:26 116.17003:14 125.43773:16 151.97729:16 158.97639:50 162.98416:23 277.70294:38 342.37445:16 347.27975:200 347.33777:13 425.30566:60 445.51007:12 489.93597:11 495.83234:23 515.48602:155 541.4425:85 559.46246:172 630.28308:28 632.23663:34 632.49097:116 633.51056:2248 633.98981:51 634.11066:33 634.28577:58 634.336:18 634.35651:31 634.45319:40 634.5163:67 634.59998:12 634.75067:16 634.79327:16 634.8811:21 669.38641:36
2033,neg_7218,Unknown compound,,1,neg,7218,8.675,669.50916,[M-H]-,,,,,,,,,,,,,,,,,,0.0552,0.0547,0.0563,0.0185,0.0179,0.0205,0.1682,0.1617,0.1563,0.0655,0.0749,0.0695,0.0793,0.073,0.0763,0.009,0.0205,0.0167,0.1355,0.0879,0.1096,0.0185,0.0323,0.072,0.005,0,0,0,0,0.0057,0.0424,0.0467,0.0503,0.0275,0.022,0.0283,0.0081,0.0078,0.0071,0,0,0,0.0397,0.038,0.0369,0.04,0.0401,0.0358,0.0435,76.0334:16 76.94028:13 77.00714:14 96.05946:158 96.08448:12 112.45963:16 112.98549:358 113.00965:21 113.02431:12 114.8199:11 120.01885:17 186.53468:23 200.97849:71 228.85323:95 265.49603:20 277.8605:78 372.53552:22 475.42465:59 475.47391:16 526.19452:38 541.45923:120 556.25433:19 559.28516:50 559.47083:176 560.06433:31 613.84833:16 625.72809:27 629.69012:40 630.00415:19 631.49512:233 631.55743:10 631.73267:29 631.78802:34 633.51105:3115 634.21625:12 634.30353:30 634.51514:274 634.6189:40 634.67126:28 634.92462:23 635.51349:15 635.65369:16 669.41461:47 669.50671:170
2034,neg_7221,Unknown compound,,1,neg,7221,7.128,669.51617,[M-H]-,,,,,,,,,,,,,,,,,,0.05,0.0582,0.0544,0.0371,0.0365,0.0293,0.0136,0.007,0.0076,0.0116,0.0103,0.0191,0.0062,0.0317,0.0066,0.0595,0.0578,0.0595,0.0573,0.0561,0.0594,0.0385,0.0328,0.0075,0.0222,0.0384,0.04,0.0329,0.032,0.0313,0.0225,0.0249,0.0279,0.0239,0.0272,0.0244,0.0242,0.0281,0.0228,0.0289,0.0338,0.029,0.0331,0.0352,0.0347,0.0335,0.0343,0.0277,0.0348,53.59961:263 53.6198:19 143.03789:16 145.47014:33 243.19478:144 265.97937:10 281.88318:29 359.02957:12 369.33652:39 369.36777:22 377.50339:33 442.85165:23 458.47021:86 463.36722:67 489.37448:14 531.36517:39 559.76031:23 596.50085:93 601.43506:44 602.43494:88 602.83179:41 627.69482:52 651.43274:167 652.36652:49 669.50983:846 669.62482:15 669.74158:50 669.82294:44
2035,neg_7853,Simple ID,,2,neg,7853,15.395,693.58325,[M+FA-H]-,generic,C45H76O2,"CE(18:2(9Z,12Z))",5.0668,5.0668,Unknown,3,23,693.5833,[M+FA-H]-,648.584531672,-0.0005658,2.901,Cholesteryl esters,NAACPBBQTFFYQB-XHDSEGDBSA-N,O=C(OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCCC(C)C)C2(C)CC1)CCCCCCCC=CCC=CCCCCC,"HMDB=HMDB0000610,ChEBI=CHEBI:41509;CHEBI:46903,DrugBank=DB02092,FooDB=FDB022141,BMDB=BMDB00610,LipidMAPS=LMST01020008,Serum=HMDB0000610,UNPD=UNPD125430,BLEXP=BLEXPDB00000227041,COCONUT=CNP0350990",0.159,0.1362,0.181,0.2459,0.2517,0.238,0.2201,0.2175,0.2056,0.1929,0.2059,0.2013,0.1845,0.1869,0.1875,0.2598,0.2421,0.2157,0.4316,0.2329,0.2706,0.6097,0.2823,0.0282,0.6898,0.79,0.7142,0.1639,0.3818,0.1739,0.1759,0.174,0.1537,0.1786,0.1825,0.1438,0.7805,0.7986,0.8255,1.042,0.8731,1.008,0.1914,0.2312,0.2522,0.2089,0.26,0.2221,0.2771,80.34099:62 81.16022:10 139.58932:99 165.48303:34 242.0717:12 264.43628:37 274.37515:19 344.23233:164 412.67328:81 461.57965:27 467.25128:91 583.52966:69 615.73059:27 650.33539:21 655.61536:38 655.90417:11 657.61469:92 689.84534:18 692.58716:64 693.58636:527 693.88611:11 693.9502:15 694.02393:110
2036,neg_7227,Unknown compound,,1,neg,7227,15.469,669.58344,[M-H]-,,,,,,,,,,,,,,,,,,0.1318,0.1285,0.1363,0.0979,0.0994,0.0914,0.1156,0.1159,0.1199,0.1281,0.1268,0.1303,0.1208,0.114,0.1212,0.0688,0.0701,0.0687,0.0664,0.0707,0.0746,0,0.0661,0.0624,0.1173,0.1113,0.1126,0.1003,0.11,0.0968,0.1067,0.10780000000000001,0.1203,0.0883,0.0896,0.0837,0.109,0.1007,0.1076,0.0997,0.1043,0.099,0.0662,0.0842,0.085,0.0651,0.0816,0.0824,0.0846,66.72129:27 85.36177:46 106.83585:27 127.14034:66 196.95952:164 198.11488:121 201.35619:10 203.01039:34 223.48981:16 226.39445:135 254.21692:58 258.37241:14 283.26132:112 359.9274:82 381.35095:138 496.61365:26 570.35223:11 593.57043:762 593.64313:37 593.74524:11 593.91156:39 594.14337:35 594.57703:179 595.0932:12 595.47797:44 623.58411:196 623.80859:21 624.18195:10 624.5918:54 634.57739:347 648.99756:19 650.06989:88 665.48145:10 666.10901:25
2037,neg_7234,Unknown compound,,1,neg,7234,9.522,670.50824,[M-H]-,,,,,,,,,,,,,,,,,,0.0106,0.0159,0.0188,0.0112,0,0.0118,0.089,0.0875,0.0834,0.1356,0.1428,0.1379,0.1216,0.1235,0.1258,0,0,0,0,0,0.0078,0.0759,6e-4,0.0113,0.1609,0.1595,0.1239,0,0,0,0,0,0,0,0,0,0.1247,0,0.1222,0,0,0,0.0466,0.0442,0.0354,0.0503,0.0454,0.0485,0.0454,64.14889:46 68.99442:25 112.51525:18 112.98512:520 113.06873:11 113.26781:42 124.43952:25 130.27148:57 135.32742:59 144.58487:81 181.56403:121 202.20068:15 206.577:10 255.20714:66 255.23457:186 256.18082:18 295.69052:26 332.16867:21 340.24271:33 355.17242:266 355.22653:25 383.02725:26 391.11691:34 408.60129:39 415.26065:18 460.50455:56 542.46948:79 560.48138:79 560.71765:19 617.11633:26 617.81067:23 632.49738:36 633.47235:24 633.50928:197 634.51495:474 634.65637:69 634.69934:48 634.77582:19 635.10925:30 635.27197:22 635.51935:76 636.39709:11 641.23773:19 666.0459:19 669.53973:11 670.25043:23 670.44812:52 670.5058:856
2038,neg_7237,Unknown compound,,1,neg,7237,3.408,670.54205,[M-H]-,,,,,,,,,,,,,,,,,,7e-4,5e-4,5e-4,0.0012,4e-4,0,0.062,0.0643,0.0635,0.1471,0.1599,0.1539,0.0471,0.0451,0.0446,6e-4,6e-4,6e-4,3e-4,4e-4,2e-4,0.0104,0.0157,0.0048,0.0018,1e-4,2e-4,0,0.0021,0.0014,0.0025,8e-4,0.0011,6e-4,6e-4,4e-4,0.0021,6e-4,4e-4,2e-4,0,4e-4,0.0174,0.0203,0.0195,0.0191,0.021,0.0198,0.0178,73.33939:21 76.92446:26 122.56641:19 163.07472:75 175.14679:64 201.16351:58 244.22954:12 282.05298:30 283.24475:145 283.27972:19 283.75412:19 284.24213:15 293.08594:31 299.25574:49 327.23474:1598 327.27802:125 327.83182:41 328.23474:137 328.81131:50 342.27463:28 342.5108:10 353.1864:13 525.05743:32 539.52991:15 670.41779:39
2039,neg_7239,Unknown compound,,2,neg,7239,16.173,670.54822,[M+Cl]-,,,,,,,,,,,,,,,,,,0.0154,0.0195,0.0167,0,0,0,0.0083,0.0083,0.0124,0.0185,0.0082,0.0206,0.0074,0,0.011,0.0275,0.0247,0.0274,0.0203,0.0203,0.0212,0.0107,0.0373,0.0169,0.0451,0.0477,0.0337,0.0456,0.1101,0.052,0.0469,0.0457,0.0405,0.0592,0.0541,0.0497,0.0427,0.0581,0.0515,0.0792,0.0764,0.0707,0.0227,0.0253,0.0224,0.0226,0.0306,0.0253,0.0256,271.9245:12 310.31244:118 336.32297:83 624.57538:203 624.69354:73 625.13837:16 625.91962:17 626.1546:13 670.64673:16
2040,pos_11799,Unknown compound,,2,pos,11799,13.194,727.6228,[2M+3H2O+2H]+,,,,,,,,,,,,,,,,,,0.0025,0.0037,0.0015,0.002,0.0023,0.0084,0.0132,0.0152,0.0152,0.0165,0.0205,0.0185,0.0185,0.0186,0.0185,0.0034,0.0077,0.001,0,6e-4,0.0026,0,0,0.0023,7e-4,0,0.0014,0.0076,0.0113,0.0055,0.0109,0.0078,0.0115,0.0037,0.0016,0.005,0.0103,0.0048,0.0119,0.0213,0.0105,0.0189,0.0078,0.0065,0.0095,0.0013,0.0069,0.0088,0.0053,70.07317:190 84.08011:30 95.08281:58 97.09998:49 147.11279:16 191.14494:91 390.28531:31
2041,neg_7247,Unknown compound,,1,neg,7247,16.496,670.58136,[M-H]-,,,,,,,,,,,,,,,,,,0.1558,0.1509,0.362,0.0972,0.1266,0.1026,0.3208,0.329,0.1241,0.191,0.166,0.137,0.053,0.0514,0.0691,0.0701,0.0543,0.0472,0.2039,0.1063,0.2263,0.007,0.0096,0.0169,0.1541,0.188,0.1831,0.0458,0.1099,0.0512,0.478,0.193,0.2277,0.1105,0.1046,0.13,0.0857,0.1215,0.1014,0.2882,0.1422,0.113,0.0742,0.0743,0.0812,0.068,0.0854,0.1082,0.1015,69.3907:37 102.53526:95 199.85854:19 239.12376:42 246.00873:21 298.1293:15 336.32095:93 345.64374:34 369.7114:26 390.86279:79 472.52319:45 560.56799:99 607.15118:11 655.22571:272
2042,neg_7250,Unknown compound,,1,neg,7250,16.861,670.58209,[M-H]-,,,,,,,,,,,,,,,,,,0.5916,0.5728,1.1057,0.3013,0.4926,0.3324,1.5047,0.8644,0.4687,1.111,0.8907,0.7257,0.3043,0.2733,0.2347,0.2879,0.3076,0.287,0.8805,0.3248,0.5029,0.054,0.0595,0.0271,0.6232,0.837,0.4742,0.1617,0.4038,0.1959,1.0253,1.0138,0.7586,0.4254,0.4324,0.32,0.3497,0.3329,0.2355,0.597,0.4031,0.5237,0.2143,0.2354,0.2331,0.3094,0.6601,0.3193,0.3076,228.99982:42 375.9928:31 392.73474:15 416.27548:64 624.57489:267 625.30133:40 625.56726:52 670.57788:134 670.64758:12
2043,neg_7251,Unknown compound,,1,neg,7251,17.462,670.59082,[M-H]-,,,,,,,,,,,,,,,,,,0.0406,0.0301,0.0675,0.0682,0.1045,0.075,0.0401,0.0567,0.0363,0.0298,0.0397,0.0355,0.0218,0.0328,0.029,0.0252,0.0192,0.0211,0.0756,0.0192,0.0201,0.3753,0.125,0.077,0.0326,0.047,0.0405,0.0146,0.1784,0.0157,0.0248,0.0218,0.021,0.0105,0.0258,0.0076,0.0383,0.0587,0.0696,0.0997,0.0437,0.0496,0.009,0.023,0.0173,0.0208,0.0427,0.0276,0.0219,50.23904:248 134.06366:51 146.69771:19 233.30362:41 670.55792:87 670.60773:150
2044,pos_8762,Double ID,Other possible annotated peaks for this cluster.,14,pos,8762,17.317,636.63007,[M+H]+,generic,C41H81NO3,Cer(d18:1/23:0),6.079,6.079,Cer 41:1;O2|Cer 18:1;O2/23:0,3,14,636.6301,[M+H]+,635.621645452,-0.0011781,3.141,Ceramides,NAJHAHQNQCNWOP-PUYNVXOJSA-N,O=C(NC(CO)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCCCCCC,"HMDB=HMDB0000950,ChEBI=CHEBI:84372,FooDB=FDB022334,BMDB=BMDB00950,LipidMAPS=LMSP02010021,Serum=HMDB0000950,UNPD=UNPD177638;UNPD54213;UNPD226696,BLEXP=BLEXPDB00052931115,COCONUT=CNP0154259",0.1017,0.0569,0.0988,0.1298,0.1324,0.0795,0.0327,0.0706,0.0721,0.0754,0.0659,0.0694,0.0325,0.0341,0.0256,0.0412,0.0867,0.0459,0.0315,0.0288,0.0196,0.0287,0.0176,0.0299,0.2121,0.2382,0.1168,0.1174,0.0596,0.1071,0.0702,0.0688,0.1178,0.0412,0.0386,0.0406,0.1403,0.129,0.1105,0.3205,0.164,0.12,0.1063,0.1043,0.1038,0.1003,0.0403,0.0504,0.0341,56.05056:24 67.0546:181 81.06995:42 82.06512:40 83.08794:151 96.08316:48 250.25166:185 252.26457:219 264.26926:1038 264.64325:15 264.87231:37 265.26981:61 268.26562:155 282.27637:187
2045,neg_9354,Unknown compound,,3,neg,9354,17.88,748.60809,[M-H]-,,,,,,,,,,,,,,,,,,0,0.0045,0.0081,0.0058,0.0063,0.003,0,0,0,0.003,0.0045,0.0026,0.0021,0,0,0,0.002,0,0,0.0016,0,0.0524,0,0,0.1258,0.1057,0.1172,0.0655,0.022,0.0628,0.0609,0.0643,0.0633,0.1577,0.1497,0.1555,0.0533,0.0663,0.0498,0.0942,0.0874,0.0832,0.0206,0.0228,0.0223,0.019,0.0162,0.0192,0.0185,69.60827:107 90.33554:14 112.3492:22 112.98521:1109 113.14044:20 113.31277:129 113.32953:15 113.3541:10 124.43941:21 188.27802:15 275.49585:10 282.16931:42 310.62634:21 318.98724:28 329.48215:12 331.2951:28 377.59128:22 406.16714:59 454.90475:165 468.25665:58 479.82812:76 594.37793:31 645.20862:27 650.01129:18 712.61584:57 723.02228:24 748.63147:25 748.69965:95
2046,neg_7254,Unknown compound,,1,neg,7254,17.019,670.59296,[M-H]-,,,,,,,,,,,,,,,,,,0.0394,0.034,0.0233,0.0311,0.022,0.0429,0,0.0104,0.0112,0.0343,0.0072,0.0322,0.0148,0.0136,0.0065,0.0156,0.0118,0.0102,0.0247,0,0.012,0.0323,0.0069,0.0669,0.081,0.0918,0.0891,0.0445,0.0339,0.0572,0.1231,0.1335,0.1302,0.0871,0.0927,0.0923,0.0535,0.0588,0.0767,0.0443,0.0807,0.068,0.0238,0.0244,0.024,0.0344,0.0232,0.0243,0.0214,85.97935:19 336.32431:23 525.9635:17 624.57391:880 624.68634:47 624.83423:106 625.52856:55 625.56305:11 625.64154:12 625.6955:14 634.68011:16 666.87006:20 670.57672:267
2047,pos_7902,Simple ID,,3,pos,7902,14.99,608.56262,[M+H]+,generic,C38H73NO4,"Cer(d16:2(4E,6E)/22:0(2OH))",5.0517,5.0517,Cer 38:2;O3|Cer 16:1;O2/22:1;O,3,15,608.5626,[M+H]+,607.553959816,-0.0013637,3.003,Ceramides,MOAHTBDMWZSOJN-UJZQFSAZNA-N,O=C(NC(CO)C(O)C=CC=CCCCCCCCCC)C(O)CCCCCCCCCCCCCCCCCCCC,LipidMAPS=LMSP02010091,0.0954,0.0882,0.0977,0.03,0.0282,0.0261,0.0331,0.0312,0.031,0.0296,0.0333,0.0311,0.0625,0.0596,0.0631,0.0308,0.0226,0.035,0.0247,0.0214,0.0261,6e-4,0.0143,0.0147,0.0352,0.028,0.0196,0.3921,0.412,0.3978,0.1155,0.1128,0.1211,0.0192,0.0142,0.013,1.6131,1.5921,1.6259,0.2073,0.1935,0.1868,0.1008,0.1022,0.1057,0.1055,0.1108,0.1058,0.1124,125.04011:28 199.11235:103 236.23645:55 254.24474:176 264.26758:49 282.27496:177 354.37354:60 461.43326:61 541.5:136 559.75458:13 572.57483:140 590.58575:535 591.59027:183 593.06476:18 608.54407:27
2048,neg_7256,Unknown compound,,1,neg,7256,15.049,670.59918,[M-H]-,,,,,,,,,,,,,,,,,,0.1721,0.1699,0.1724,0.2204,0.2178,0.223,0.1847,0.1949,0.1913,0.146,0.1552,0.1527,0.1216,0.1244,0.1283,0.1405,0.1478,0.1521,0.1413,0.135,0.1377,0,0.1012,0.1302,0.3839,0.3252,0.319,0.1423,0.1268,0.1407,0.0492,0.0594,0.066,0.0942,0.0839,0.0682,0.3153,0.3208,0.3066,0.1384,0.1917,0.1132,0.1431,0.1393,0.1436,0.143,0.1518,0.1452,0.1476,51.24083:12 58.81989:37 104.73909:34 163.22426:32 195.15036:22 247.93121:58 337.88803:20 341.30823:13 366.33713:25 367.07007:51 369.36157:39 403.83115:15 471.45096:51 471.48065:10 488.82944:14 546.77258:58 547.30713:22 554.01099:32 588.56897:37 592.56049:33 606.57483:121 624.5943:1160 624.87659:25 624.92902:12 625.14624:18 625.38086:12 625.54602:22 626.56598:155 626.6416:12 665.99249:24 670.47693:214 670.57922:192
2049,neg_7267,Unknown compound,,1,neg,7267,8.919,671.48596,[M-H]-,,,,,,,,,,,,,,,,,,0.0232,0.0249,0.0121,0.0457,0.0403,0.0405,0.0525,0.043,0.0498,0.0425,0.0438,0.0349,0.0411,0.0369,0.0421,0.0388,0.0307,0.0311,0.0544,0.0438,0.0421,0,0.0136,0.0083,0.035,0.0328,0.0443,0.0715,0.0707,0.055,0.0632,0.0736,0.079,0.057,0.0657,0.0475,0.0543,0.0282,0.0631,0.0871,0.0977,0.0837,0.0553,0.0547,0.0544,0.0563,0.0583,0.0563,0.0541,51.58024:22 59.99019:17 61.98796:79 65.05345:50 68.99592:220 86.9847:12 102.84161:102 107.13225:39 110.31852:20 112.98541:1997 113.18343:13 113.22415:14 113.32221:46 113.92205:24 122.35487:39 127.03149:43 181.49481:17 198.88567:69 210.56766:40 213.34856:55 255.15211:27 297.2233:26 302.82959:16 404.99152:118 475.37778:71 475.41183:17 497.58264:73 534.81671:48 534.84735:10 541.45978:54 546.75391:13 547.46924:19 549.14606:263 554.03009:15 569.3064:19 569.51361:14 595.10077:14 603.97675:23 633.5022:366 633.56012:27 635.53467:144 635.58276:20 636.04132:49 636.1344:29 636.42371:30 636.77454:12 638.62152:32 639.05615:11 643.90082:178 643.97766:12 648.85449:13 649.25708:61 669.58466:15 671.55634:52
2050,neg_7268,Simple ID,,1,neg,7268,9.149,671.48761,[M-H]-,generic,C41H68O7,DG(11M3/11M3/0:0),4.3354,4.3354,Unknown,3,40,671.4876,[M-H]-,672.496504516,0.0016281,2.398,Furanoid fatty acids,LNNGXOUFQYCYDI-QNGWXLTQSA-N,O=C(OCC(OC(=O)CCCCCCCCCCC=1OC(=CC1C)CCC)CO)CCCCCCCCCCC=2OC(=CC2C)CCC,HMDB=HMDB0116389,0.0463,0.0445,0.0481,0.0597,0.0508,0.0535,0.0681,0.0676,0.0638,0.0432,0.0499,0.0496,0.0514,0.0492,0.0509,0.0501,0.0492,0.0449,0.0356,0.0497,0.0503,0.0154,0.04,0,0.0199,0,0,0.0955,0.1171,0.1318,0.0924,0.1199,0.1316,0.0653,0,0,0.0266,0.1137,0.1128,0,0.1438,0.057,0.0745,0.0862,0.0828,0.0822,0.0808,0.0839,0.0721,68.9955:224 69.02991:13 112.98505:560 113.40556:21 113.79406:197 114.43678:11 139.57576:43 159.97359:114 227.12564:245 227.15767:17 227.42993:17 280.61285:31 280.92871:104 280.9808:10 329.03455:75 432.97705:261 493.39157:104 493.42569:32 543.47473:201 543.53131:10 557.46307:44 561.4884:240 561.58875:10 562.49396:26 626.72058:20 631.3335:14 633.51099:475 634.4267:18 634.51251:121 634.59308:13 634.76526:41 635.3396:37 635.52869:1190 636.33643:16 636.3902:78 636.52032:142 637.00916:18 638.48853:63 670.54785:19 671.48395:64
2051,neg_727,Simple ID,,3,neg,727,4.87,301.21667,[M-H]-,generic,C20H30O2,Methenolone,5.2093,5.2093,FA 20:5,3,6,301.2167,[M-H]-,302.2245802,0.0006037,2.793,Androgens and derivatives,ANJQEDFWRSLVBR-YQCBOQQQNA-N,O=C1C=C(C)C2(C)C(C1)CCC3C2CCC4(C)C(O)CCC34,"HMDB=HMDB0041928,ChEBI=CHEBI:135283,STOFF=STOFF_5576,LipidMAPS=LMST02020028,UNPD=UNPD26435,BLEXP=BLEXPDB00003037705,COCONUT=CNP0114151",0.03,0.0307,0.033,0.0302,0.0301,0.0288,0.029,0.0282,0.0293,0.0191,0.0187,0.0187,0.0245,0.0205,0.0228,0.0429,0.035,0.0424,0.0454,0.0501,0.0513,0.1592,0.0777,0.0709,0.0052,0.0045,0.0024,0.0023,0.0026,0.0024,0.0018,0.0016,0.0025,0.0026,0.0038,0.0056,0.0048,0.0058,0.0045,0.0061,0.0061,0.0048,0.0134,0.0151,0.0158,0.0153,0.0145,0.0157,0.0149,92.29194:20 142.61131:167 200.92659:12 301.15598:115 301.21771:778 301.30753:21
