cluster,selected_feature,annotation_result,annotation_warning,cluster.size,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,level,Formula,Structure,Total.score,Final.score,Title,MS1.count,MSMS.count,PRECURSORMZ,PRECURSORTYPE,Theoretical.mass,Mass.error,Formula.score,Ontology,InChIKey,SMILES,Links,Chow..1,Chow..2,Chow..3,Chow..4,Chow..5,Chow..6,Chow..7,Chow..8,Chow..9,Chow..10,Chow..11,Chow..12,Chow..13,Chow..14,Chow..15,Chow..16,Chow..17,Chow..18,Chow..19,Chow..20,Chow..21,Blank.1,Blank.2,Blank.3,High.Fat..1,High.Fat..2,High.Fat..3,High.Fat..4,High.Fat..5,High.Fat..6,High.Fat..7,High.Fat..8,High.Fat..9,High.Fat..10,High.Fat..11,High.Fat..12,High.Fat..13,High.Fat..14,High.Fat..15,High.Fat..16,High.Fat..17,High.Fat..18,QC.1,QC.2,QC.3,QC.4,QC.5,QC.6,QC.7,MS.MS.spectrum
2740,pos_788,Simple ID,Other possible annotated peaks for this cluster.,13,pos,788,2.903,152.07069,[M+H-H2O]+,generic,C8H11NO3,Pyridoxine,6.9495,6.9495,Unknown,3,9,152.0707,[M+H-H2O]+,169.073893212,-9.5e-05,3.879,Pyridoxines,LXNHXLLTXMVWPM-UHFFFAOYSA-N,OC=1C(=NC=C(C1CO)CO)C,"HMDB=HMDB0000239,KNApSAcK=C00001551,ChEBI=CHEBI:16709,DrugBank=DB00165,SMPDB=PW_C000161,YMDB=YMDB00037,T3DB=T3D2701,FooDB=FDB000574;FDB009012,STOFF=STOFF_1302,BMDB=BMDB00239,Urine=HMDB0000239,Feces=HMDB0000239,ECMDB=ECMDB00239,Serum=HMDB0000239,PubChem=1054,PlantCyc=PYRIDOXINE,UNPD=UNPD53280,BLEXP=BLEXPDB00000001054,COCONUT=CNP0297581",0.1372,0.134,0.1275,0.0921,0.0918,0.089,0.3876,0.4156,0.3871,0.1788,0.1684,0.1737,0.4813,0.466,0.4788,0.1806,0.1799,0.1627,0.1045,0.1053,0.1014,0.1046,0.1167,0.0569,0.0288,0.0257,0.0289,0.0201,0.0296,0.0266,0.0421,0.0427,0.043,0.0287,0.0356,0.0351,0.0251,0.0288,0.0244,0.0261,0.0256,0.0273,0.159,0.1645,0.1704,0.1737,0.1659,0.1626,0.1668,79.05345:198 79.07207:13 92.04886:123 106.063:217 108.04386:82 108.07973:417 134.06:745 152.06715:172 152.10602:34
2741,pos_1048,Simple ID,Other possible annotated peaks for this cluster.,2,pos,1048,3.826,170.08167,[M+H]+,generic,C8H11NO3,Pyridoxine,5.9225,5.9225,Unknown,3,12,170.0817,[M+H]+,169.073893212,-0.0005303,3.266,Pyridoxines,LXNHXLLTXMVWPM-UHFFFAOYSA-N,OC=1C(=NC=C(C1CO)CO)C,"HMDB=HMDB0000239,KNApSAcK=C00001551,ChEBI=CHEBI:16709,DrugBank=DB00165,SMPDB=PW_C000161,YMDB=YMDB00037,T3DB=T3D2701,FooDB=FDB000574;FDB009012,STOFF=STOFF_1302,BMDB=BMDB00239,Urine=HMDB0000239,Feces=HMDB0000239,ECMDB=ECMDB00239,Serum=HMDB0000239,PubChem=1054,PlantCyc=PYRIDOXINE,UNPD=UNPD53280,BLEXP=BLEXPDB00000001054,COCONUT=CNP0297581",0.3167,0.28,0.2973,0.2067,0.2082,0.206,0.2517,0.267,0.2643,0.2284,0.2251,0.245,0.2571,0.2418,0.2509,0.2574,0.2505,0.2528,0.2597,0.2362,0.2477,0.056,0.1987,0.2372,0.0115,0.0236,0.0192,0.0023,0.005,0.0195,0.0017,0.0082,0.0107,0.0197,0.0131,0.015,0.0127,0.019,0.029,0.0127,0.0072,0.0118,0.1224,0.1301,0.134,0.1372,0.1349,0.1268,0.1315,82.06402:69 98.04668:74 100.07451:174 101.07887:115 115.7374:34 126.05467:328 127.05087:71 128.06219:56 152.06841:80 152.08855:17 170.08258:474 170.32149:21
2742,pos_1049,Simple ID,,1,pos,1049,14.253,170.09232,[M+H]+,generic,C7H11N3O2,3-Methylhistidine,6.3396,6.3396,3-Methyl-L-histidine,3,7,170.0923,[M+H]+,169.085126592,0.000103,3.587,Histidine and derivatives,JDHILDINMRGULE-LURJTMIESA-N,O=C(O)C(N)CC1=CN=CN1C,"HMDB=HMDB0000479,ChEBI=CHEBI:27596;CHEBI:70959;CHEBI:133609,SMPDB=PW_C000364,YMDB=YMDB00703,FooDB=FDB021798,BMDB=BMDB00479,Urine=HMDB0000479,Saliva=HMDB0000479,Feces=HMDB0000479,CSF=HMDB0000479,Serum=HMDB0000479,PubChem=64969,PlantCyc=CPD-1823,UNPD=UNPD143104,BLEXP=BLEXPDB00000064969,COCONUT=CNP0255597",0.1347,0.1568,0.1351,0.1591,0.1464,0.147,0.0306,0.0295,0.0329,0.0309,0.0216,0.0245,0.024,0.0294,0.024,0.1566,0.1575,0.1706,0.0603,0.0675,0.0654,0.0052,0.1046,0.0604,0.0678,0.0685,0.067,0.0548,0.0528,0.0569,0.0374,0.0408,0.0437,0.0394,0.0353,0.0259,0.0386,0.0432,0.0395,0.0252,0.0257,0.0284,0.0545,0.0715,0.0843,0.0878,0.081,0.081,0.0798,95.1021:103 96.06859:376 97.07399:144 109.07581:310 169.09978:57 170.11732:202 170.25423:12
2743,pos_1050,Simple ID,,1,pos,1050,3.626,170.09238,[M+H]+,generic,C7H11N3O2,3-Methylhistidine,6.2923,6.2923,Unknown,3,9,170.0924,[M+H]+,169.085126592,3e-06,3.64,Histidine and derivatives,JDHILDINMRGULE-LURJTMIESA-N,O=C(O)C(N)CC1=CN=CN1C,"HMDB=HMDB0000479,ChEBI=CHEBI:27596;CHEBI:70959;CHEBI:133609,SMPDB=PW_C000364,YMDB=YMDB00703,FooDB=FDB021798,BMDB=BMDB00479,Urine=HMDB0000479,Saliva=HMDB0000479,Feces=HMDB0000479,CSF=HMDB0000479,Serum=HMDB0000479,PubChem=64969,PlantCyc=CPD-1823,UNPD=UNPD143104,BLEXP=BLEXPDB00000064969,COCONUT=CNP0255597",0.1489,0.1175,0.1704,0.0597,0.067,0.0448,0.1904,0.2088,0.2127,0.115,0.1662,0.0731,0.0808,0.1025,0.0772,0.0803,0.1103,0.0812,0.1229,0.0814,0.0611,0.1109,0.0528,0.0171,0.0956,0.0967,0.1025,0.1783,0.1775,0.1829,0.0643,0.0757,0.0705,0.0458,0.0535,0.0472,0.0546,0.0564,0.0463,0.0516,0.0488,0.0381,0.0962,0.1042,0.1087,0.0914,0.1067,0.0972,0.0914,84.04581:265 84.07823:106 100.07493:355 110.06449:33 123.86663:27 128.06874:163 130.08675:62 142.0943:33 170.09027:198
2744,pos_4626,Simple ID,,67,pos,4626,13.412,359.2655,[M+ACN+Na]+,generic,C18H33NO2,"1-(piperidin-1-yl)-3-({1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl}oxy)propan-2-ol",4.6612,4.6612,Unknown,3,16,359.2655,[M+ACN+Na]+,295.251129296,0.0013991,2.783,Bicyclic monoterpenoids,KEELYYKHJSSOCT-UHFFFAOYSA-N,OC(COC1CC2CCC1(C)C2(C)C)CN3CCCCC3,COCONUT=CNP0223916,0.2344,0.2232,0.23,0.1873,0.208,0.1971,0.2891,0.2884,0.2842,0.1299,0.1337,0.1443,0.2023,0.1914,0.2,0.0934,0.072,0.0882,0.0782,0.0875,0.0857,0.0059,0.005,0.0434,0.7727,0.7882,0.8544,1.1051,1.1137,1.0666,1.2202,1.1778,1.2638,1.7587,1.6952,1.689,0.8104,0.7819,0.7594,0.5824,0.5281,0.5471,0.4482,0.4314,0.4479,0.4612,0.4777,0.4528,0.4816,70.06492:365 86.09684:323 116.07073:106 130.08624:97 147.11044:68 156.1282:14 157.48712:50 158.0907:63 175.11891:288 185.16367:217 213.16096:133 266.15817:52 271.17282:53 281.13788:45 302.15259:110 359.24002:1129
2745,pos_1326,Simple ID,Other possible annotated peaks for this cluster.,14,pos,1326,5.923,188.1282,[M+H]+,generic,C9H17NO3,Polyethylene glycol,6.3736,6.3736,Unknown,3,12,188.1282,[M+H]+,187.120843404,-8.01e-05,3.48,Medium-chain fatty acids,GUAHPAJOXVYFON-UHFFFAOYNA-N,O=C(O)CCCCCC(=O)C(N)C,"HMDB=HMDB0037790,KNApSAcK=C00000758,ChEBI=CHEBI:15830;CHEBI:12266;CHEBI:57532,DrugBank=DB02274,YMDB=YMDB00905,FooDB=FDB016934,LipidMAPS=LMFA01060168,Saliva=HMDB0037790,ECMDB=ECMDB20111,PubChem=25244029;173,PlantCyc=8-AMINO-7-OXONONANOATE,UNPD=UNPD76434,BLEXP=BLEXPDB00000000173,COCONUT=CNP0316712",0.3223,0.3155,0.3023,0.2608,0.2418,0.2649,0.0361,0.0316,0.0354,0.0352,0.0301,0.0311,0.0349,0.042,0.0428,0.9742,1.079,1.0451,0.9097,0.8855,0.9248,0.1229,0.0551,0.1117,0.0193,0.0204,0.0227,0.0796,0.0645,0.0615,0.1471,0.1481,0.1588,0.2256,0.2443,0.2262,0.0074,0.0068,0.008,0.0108,0.0119,0.0117,0.2225,0.2208,0.2258,0.2073,0.2085,0.2085,0.2013,55.05465:183 56.05686:192 59.04907:133 68.0489:222 70.06538:93 79.04382:82 93.05684:70 95.06019:62 100.07601:70 112.07593:71 113.09522:208 130.09528:133
2746,pos_2039,Simple ID,Other possible annotated peaks for this cluster.,10,pos,2039,14.573,229.15523,[M+ACN+H]+,generic,C9H17NO3,Polyethylene glycol,5.6089,5.6089,Unknown,3,7,229.1552,[M+ACN+H]+,187.120843404,-0.000531,3.342,Medium-chain fatty acids,GUAHPAJOXVYFON-UHFFFAOYNA-N,O=C(O)CCCCCC(=O)C(N)C,"HMDB=HMDB0037790,KNApSAcK=C00000758,ChEBI=CHEBI:15830;CHEBI:12266;CHEBI:57532,DrugBank=DB02274,YMDB=YMDB00905,FooDB=FDB016934,LipidMAPS=LMFA01060168,Saliva=HMDB0037790,ECMDB=ECMDB20111,PubChem=25244029;173,PlantCyc=8-AMINO-7-OXONONANOATE,UNPD=UNPD76434,BLEXP=BLEXPDB00000000173,COCONUT=CNP0316712",0.0211,0.0105,0.0211,0.0055,0.0088,0.0045,0.3703,0.3597,0.3693,0.3532,0.3358,0.3346,0.4728,0.4939,0.4829,0.0039,0.0051,0.006,0.0021,5e-4,0.0051,0.0287,0.043,0.054,0.014,0.0164,0.0137,0.0317,0.0196,0.0253,0.013,0.0103,0.0166,0.0168,0.0252,0.02,0.0153,0.01,0.0262,0.0198,0.0104,0.0204,0.2254,0.1884,0.2242,0.2046,0.2246,0.2083,0.2073,67.0548:77 95.0852:63 128.62167:536 128.6713:10 173.09138:60 183.15047:22 229.15256:77
2747,pos_927,Simple ID,Other possible annotated peaks for this cluster.,9,pos,927,11.241,162.11264,[M+H]+,generic,C7H15NO3,L-Carnitine,7.027,7.027,L-Carnitine,3,9,162.1126,[M+H]+,161.10519334,-0.0001302,3.828,Carnitines,PHIQHXFUZVPYII-ZCFIWIBFSA-N,O=C([O-])CC(O)C[N+](C)(C)C,"HMDB=HMDB0000062;HMDB0062496;HMDB0062634,ChEBI=CHEBI:16347;CHEBI:17126;CHEBI:3424;CHEBI:11060;CHEBI:39547;CHEBI:51453,DrugBank=DB00583;DB02648,SMPDB=PW_C000044,YMDB=YMDB00188;YMDB00616,T3DB=T3D2832,FooDB=FDB000571;FDB000572,STOFF=STOFF_4444,BMDB=BMDB00062,Urine=HMDB0000062,Saliva=HMDB0000062,Feces=HMDB0000062,ECMDB=ECMDB00062;ECMDB01467,CSF=HMDB0000062,Serum=HMDB0000062;HMDB0062496,PubChem=2724480;10917;288;85,PlantCyc=CARNITINE,UNPD=UNPD143588;UNPD9107,BLEXP=BLEXPDB00000000288,COCONUT=CNP0151897;CNP0334740",3.3778,2.5377,3.2278,7.7876,7.9551,7.9182,4.9203,5.5162,4.5534,4.2482,4.4348,4.5459,4.7565,4.5335,4.6549,1.1499,0.9413,1.2023,1.2433,1.5776,1.6239,0.078,0.1497,0.1022,0.7537,0.7506,0.7042,1.6383,2.1105,2.1336,5.1707,5.3035,5.1409,4.3375,4.1517,3.7969,1.3679,1.1541,1.3532,0.7308,0.8205,0.809,2.5709,2.9529,3.1559,3.2067,3.3101,3.3244,3.2167,57.03277:232 58.06455:92 60.07956:224 60.09999:10 85.02793:210 102.09063:119 103.03754:893 104.04411:75 162.11203:1331
2748,pos_1057,Simple ID,Other possible annotated peaks for this cluster.,31,pos,1057,11.585,171.07654,[M+H-2H2O]+,generic,C7H14N2O5,UNPD140765,5.1061,5.1061,Unknown,3,8,171.0765,[M+H-2H2O]+,206.090271548,-8.14e-05,3.559,Beta amino acids and derivatives,SMJOTFXGNSMOFX-OHAROVNANA-N,O=C(O)C(N)CCC(O)(C(=O)O)CN,"UNPD=UNPD140765,COCONUT=CNP0181164",8.255,8.2132,8.4,3.0671,3.0881,3.1895,4.3682,4.5065,4.2968,3.0407,2.9818,3.0238,4.0845,4.0086,4.0249,4.9976,4.7768,4.8422,5.5489,5.4425,5.4531,0.1089,0.2974,0.5329,9.2441,9.3802,9.9761,5.131,4.9711,4.948,1.8089,1.8139,1.9173,1.2151,1.2273,1.193,3.0242,3.139,2.9069,5.1808,5.078,4.864,3.8814,3.8288,3.9548,3.91,3.7745,3.7902,3.8263,54.0354:93 68.05025:150 68.07197:12 81.04543:95 95.06026:1326 96.06629:287 96.09294:19 97.07343:83
2749,pos_1060,Unknown compound,,1,pos,1060,2.045,171.08667,[M+H]+,,,,,,,,,,,,,,,,,,0.0021,0.0027,0.001,9e-4,0.0012,0.0028,0.0039,0.004,0.0049,0.0011,8e-4,0.0035,0,6e-4,0.0046,0.0052,0.0074,0.0054,0.0023,0.0023,0.0057,0.0403,0.0544,0.0399,0.213,0.1987,0.2008,0.1827,0.1616,0.157,0.0985,0.0907,0.0989,0.0514,0.0521,0.0454,0.0494,0.0437,0.0502,0.0965,0.0919,0.0981,0.0287,0.0305,0.0349,0.0294,0.0278,0.028,0.032,84.03152:134 139.03841:45 156.06294:267
2750,pos_1061,Unknown compound,,1,pos,1061,3.166,171.08733,[M+Na]+,,,,,,,,,,,,,,,,,,0.0112,0.0095,0.0124,0.011,0.0156,0.0122,0.0246,0.02,0.0194,0.0158,0.0135,0.0165,0.029,0.0225,0.0263,0.0169,0.0123,0.0156,0.0096,0.0101,0.0093,0.0575,0.0706,0.0097,0.1137,0.1129,0.1051,0.1216,0.1157,0.1313,0.0537,0.0479,0.0576,0.0344,0.0331,0.0389,0.0352,0.0375,0.026,0.0472,0.0571,0.0444,0.0243,0.0309,0.0305,0.0364,0.0299,0.0306,0.0295,57.03453:165 59.08351:14 61.00934:48 61.0202:13 74.00611:195 115.07684:43 126.09067:314 126.12128:13 156.06406:603 171.08952:82
2751,pos_597,Simple ID,Other possible annotated peaks for this cluster.,42,pos,597,3.204,137.0461,[M+H]+,generic,C5H4N4O,Hypoxanthine,7.373,7.373,Hypoxanthine,3,8,137.0461,[M+H]+,136.038510748,-0.0003128,3.887,Hypoxanthines,FDGQSTZJBFJUBT-UHFFFAOYSA-N,OC1=NC=NC=2N=CNC12,"HMDB=HMDB0000157,KNApSAcK=C00001502,ChEBI=CHEBI:17368,SMPDB=PW_C000102,YMDB=YMDB00555,T3DB=T3D4150,FooDB=FDB003949,STOFF=STOFF_8667,BMDB=BMDB00157,Urine=HMDB0000157,Saliva=HMDB0000157,Feces=HMDB0000157,ECMDB=ECMDB00157,CSF=HMDB0000157,Serum=HMDB0000157,PubChem=790,PlantCyc=HYPOXANTHINE,UNPD=UNPD77089,BLEXP=BLEXPDB00135398638,COCONUT=CNP0229561",2.7482,2.6625,2.7154,1.2659,1.2068,1.2323,2.1207,2.0695,2.0282,0.8038,0.8359,0.8248,1.2723,1.2926,1.2827,0.9041,0.8721,0.9143,0.7611,0.8079,0.7949,0.1587,0.2289,0.0883,0.2479,0.2432,0.2254,0.3904,0.4153,0.4174,0.169,0.192,0.1891,0.2434,0.2681,0.2583,0.3375,0.315,0.3155,0.184,0.1899,0.179,0.9558,0.9095,0.9555,0.9429,0.9827,0.9299,0.9458,92.05131:20 94.03922:194 94.0659:14 110.03491:141 111.02993:16 119.03438:106 119.05942:14 137.04494:646
2752,pos_1067,Simple ID,,1,pos,1067,7.458,171.11299,[M+H]+,generic,C8H14N2O2,Levetiracetam,6.0805,6.0805,Unknown,3,7,171.113,[M+H]+,170.105527688,-0.0001959,3.591,Alpha amino acids and derivatives,HPHUVLMMVZITSG-ZCFIWIBFSA-N,O=C(N)C(N1C(=O)CCC1)CC,"HMDB=HMDB0015333,ChEBI=CHEBI:6437,DrugBank=DB01202,T3DB=T3D3019,STOFF=STOFF_4510,Urine=HMDB0015333,Serum=HMDB0015333,BLEXP=BLEXPDB00000059708",0.035,0.0492,0.0401,0.0259,0.0331,0.0325,0.0011,5e-4,0.0011,0.0012,0.0015,9e-4,0.0292,0.0312,0.022,0.0232,0.0296,0.0266,0.022,0.0298,0.0258,0.0069,0.015,0.0416,0.0314,0.0335,0.1112,0.003,0.0039,0.0064,0.0035,0.0021,0.0023,0.0122,0.0132,0.0145,0.0173,0.0162,0.0168,0.0362,0.0308,0.0255,0.0183,0.0178,0.0174,0.0224,0.0177,0.0078,0.0074,56.04881:32 72.05669:95 81.05332:116 84.08053:47 85.07647:216 85.10568:15 125.07938:46
2753,pos_1070,Simple ID,,1,pos,1070,13.569,171.14883,[M+H]+,generic,C9H18N2O,2-Amino-3-Methyl-1-Pyrrolidin-1-Yl-Butan-1-One,4.4272,4.4272,Unknown,3,2,171.1488,[M+H]+,170.141913196,0.0003896,3.073,Valine and derivatives,IHBAVXVTGLANPI-SVGMAFHSNA-N,O=C(N1CCCC1)C(N)C(C)C,"DrugBank=DB01884,BLEXP=BLEXPDB00000447256",0.0232,0.0256,0.0234,0.0311,0.0262,0.0249,0.0061,0.006,0.005,0.004,0.0044,0.005,0.0049,0.0061,0.0059,0.0578,0.0508,0.0523,0.0657,0.0771,0.0676,0.1442,0.0781,0.126,0.0071,0.0121,0.008,0.0054,0.0045,0.0029,0.0054,0.0041,0.008,0.006,0.0052,0.0027,0.0086,0.0079,0.0072,0.0065,0.0089,0.0098,0.0151,0.0159,0.0123,0.012,0.0171,0.0193,0.0162,100.07433:478 113.0313:45
2754,pos_1333,Simple ID,Other possible annotated peaks for this cluster.,3,pos,1333,15.192,188.1758,[M+H]+,generic,C9H21N3O,N1-Acetylspermidine,6.5221,6.5221,N8-Acetylspermidine,3,12,188.1758,[M+H]+,187.168462292,-6.13e-05,3.642,Carboximidic acids,MQTAVJHICJWXBR-UHFFFAOYSA-N,O=C(NCCCNCCCCN)C,"HMDB=HMDB0001276,ChEBI=CHEBI:17927;CHEBI:58324,YMDB=YMDB00366,FooDB=FDB022530,BMDB=BMDB01276,Urine=HMDB0001276,ECMDB=ECMDB01276,Serum=HMDB0001276,PubChem=25203502;496,PlantCyc=CPD-568,BLEXP=BLEXPDB00000000496,COCONUT=CNP0155123",1.7897,1.9538,1.7615,1.0394,1.0764,1.0074,3.5281,3.4037,3.5706,4.1336,3.8456,3.9128,2.5719,2.6042,2.6328,3.0236,3.2133,2.9213,2.7923,2.4226,2.4288,0.1432,0.215,0.1269,1.4483,1.307,1.5586,2.8522,2.723,2.7489,2.8732,2.9732,2.8977,3.2451,3.1746,3.268,1.5942,1.4882,1.5633,0.5277,0.4975,0.4673,2.5588,2.4169,2.2221,2.293,2.3367,2.2143,2.2586,58.06596:93 72.0809:171 72.0927:30 72.2094:18 84.07987:27 100.07742:37 112.11121:272 115.09332:96 171.14877:435 171.2003:11 172.36967:12 188.17543:97
2755,pos_4079,Simple ID,Other possible annotated peaks for this cluster.,25,pos,4079,7.719,331.13062,[M+H]+,generic,C14H22N2O5S,"2-{1-[(3,5-dimethyl-1,2-oxazol-4-yl)sulfonyl]-3-ethylpiperidin-4-yl}acetic acid",4.6801,4.6801,Unknown,3,4,331.1306,[M+H]+,330.124942804,0.0016193,2.923,Piperidines,ZYSGQPTWLIUOPU-UHFFFAOYSA-N,O=C(O)CC1CCN(CC1CC)S(=O)(=O)C=2C(=NOC2C)C,COCONUT=CNP0087068,0.0215,0.007,0.0175,4e-4,3e-4,0,0.0113,0.011,0.0106,0.0095,0.0096,0.0083,0.0103,0.0084,0.0088,0.0035,0.0025,8e-4,0.0011,5e-4,0.0057,0.0448,0.0296,0.0209,5e-4,0.0054,0.0048,0.0109,0.0052,0.0108,0.0131,0.0147,0.0175,0.009,0.0113,0.0122,0.1224,0.1293,0.101,0.0037,0.0023,0.0023,0.029,0.0246,0.0222,0.0244,0.0232,0.0243,0.0252,70.06524:256 77.09039:128 91.05274:102 120.07887:90
2756,pos_1196,Simple ID,Other possible annotated peaks for this cluster.,5,pos,1196,7.806,181.07259,[M+H-H2O]+,generic,C7H10N4O3,5-Acetylamino-6-amino-3-methyluracil,5.3561,5.3561,Unknown,3,17,181.0726,[M+H-H2O]+,198.07529018,-0.000598,3.301,N-acetylarylamines,POQOTWQIYYNXAT-UHFFFAOYSA-N,O=C1NC(N)=C(NC(=O)C)C(=O)N1C,"HMDB=HMDB0004400,ChEBI=CHEBI:80473,SMPDB=PW_C002136,FooDB=FDB023371,BMDB=BMDB04400,Urine=HMDB0004400,Feces=HMDB0004400,Serum=HMDB0004400,PubChem=88299,BLEXP=BLEXPDB00000088299,COCONUT=CNP0363116",0.052,0.0533,0.0533,4e-4,0.0097,2e-4,0.0107,0.0083,0.0091,0.0075,0.007,0.0092,0.0091,0.0126,0.0078,0.0013,1e-4,3e-4,2e-4,0.0027,0.0013,0.0018,0.0036,0.0064,0.002,0.0041,6e-4,0.0088,0.0063,0.0028,0.0028,0.0033,0.0029,0.0024,0.0022,0.0059,0.0121,0.0053,0.0053,0.0012,0.0039,0.0025,0.0143,0.0165,0.0161,0.0177,0.0161,0.0151,0.0161,65.01:177 67.02458:175 70.03648:63 74.04389:110 86.02996:181 93.02198:263 101.0301:37 109.25952:101 122.03823:184 123.04454:238 123.07664:15 136.05283:26 138.03168:143 146.03468:157 154.04982:37 164.03535:27 165.02972:28
2757,pos_899,Simple ID,Other possible annotated peaks for this cluster.,2,pos,899,6.827,160.1333,[M+H]+,generic,C8H17NO2,DL-2-Aminooctanoic acid,6.5929,6.5929,Unknown,3,6,160.1333,[M+H]+,159.125928784,-9.48e-05,3.825,Alpha amino acids,AKVBCGQVQXPRLD-UHFFFAOYNA-N,O=C(O)C(N)CCCCCC,"HMDB=HMDB0000991,ChEBI=CHEBI:75145;CHEBI:133660,FooDB=FDB022354,BMDB=BMDB00991,LipidMAPS=LMFA01100056,Urine=HMDB0000991,Feces=HMDB0000991,Serum=HMDB0000991,BLEXP=BLEXPDB00000069522,COCONUT=CNP0110183",13.6937,15.453,14.5496,11.4091,10.3705,11.0318,5.2697,4.6305,6.5353,8.3756,6.3676,7.8019,3.6636,4.149,3.5186,38.4712,39.4104,39.7686,37.8855,44.8175,40.4457,0.0597,0.182,0.2781,0.9405,1.0883,3.2609,0.2082,0.2247,0.1796,0.8163,0.8536,1.0397,0.4155,0.4625,0.4016,2.6003,3.1343,2.8726,1.0072,1.4686,1.2323,12.4771,13.4182,10.1675,13.5317,14.0612,11.5013,13.0773,55.05504:183 60.08113:793 101.06008:38 101.19294:52 102.06185:81 160.1326:276
2758,pos_1078,Simple ID,,2,pos,1078,2.144,172.09669,[M+H-2H2O]+,generic,C8H17NO5,Miglitol,4.3807,4.3807,Unknown,3,7,172.0967,[M+H-2H2O]+,207.110672644,0.0001197,2.714,Piperidines,IBAQFPQHRJAVAV-ULAWRXDQSA-N,OCCN1CC(O)C(O)C(O)C1CO,"HMDB=HMDB0014634,ChEBI=CHEBI:6935,DrugBank=DB00491,STOFF=STOFF_1111,Urine=HMDB0014634,Serum=HMDB0014634,BLEXP=BLEXPDB00000051577,COCONUT=CNP0388598",0.1043,0.0915,0.0948,0.0637,0.0627,0.0587,0.0791,0.0774,0.0783,0.0422,0.0513,0.0573,0.0579,0.0574,0.057,0.0908,0.0892,0.0989,0.116,0.1124,0.1094,0.0405,0.03,0.0387,0.0555,0.0468,0.0653,0.0598,0.0562,0.0573,0.0521,0.0486,0.0558,0.0309,0.031,0.031,0.0334,0.031,0.0349,0.0385,0.0386,0.0309,0.0577,0.0665,0.0652,0.059,0.0631,0.0664,0.065,55.05323:351 55.80609:12 56.05711:175 76.41911:56 76.42946:11 107.06662:100 128.0594:102
2759,pos_2339,Simple ID,Other possible annotated peaks for this cluster.,11,pos,2339,12.356,245.11348,[M+2ACN+H]+,generic,C6H10O5,3-Hydroxymethylglutaric acid,5.0329,5.0329,Unknown,3,21,245.1135,[M+2ACN+H]+,162.05282342,-0.0003019,3.028,Hydroxy fatty acids,NPOAOTPXWNWTSH-UHFFFAOYSA-N,O=C(O)CC(O)(C)CC(=O)O,"HMDB=HMDB0000355;HMDB0059737,KNApSAcK=C00001187,ChEBI=CHEBI:16831;CHEBI:17325;CHEBI:30920,DrugBank=DB04377,T3DB=T3D4262,FooDB=FDB004207;FDB005950,Urine=HMDB0000355;HMDB0059737,Saliva=HMDB0000355,Serum=HMDB0059737,UNPD=UNPD12362,BLEXP=BLEXPDB00000001662,COCONUT=CNP0185364",0.2652,0.2774,0.2667,0.2959,0.3056,0.2887,0.1229,0.1204,0.1188,0.1544,0.1533,0.1651,0.154,0.1455,0.1371,0.3435,0.36870000000000003,0.346,0.4192,0.4167,0.4196,0.0401,0.0189,0.0043,0.0038,0.0072,0.0086,0.0069,0.0049,0.0091,0.0059,0.0044,0.0075,0.0063,0.0043,0.0022,0.0133,0.0108,0.015,0.0183,0.0124,0.0103,0.1438,0.1372,0.1237,0.1263,0.1271,0.1194,0.127,55.26511:18 67.0579:26 72.08411:21 84.08238:262 107.30403:10 110.32256:12 120.08096:27 122.05946:61 122.07117:22 122.09444:42 138.16772:46 172.07263:83 182.09206:86 183.10982:193 185.13263:30 186.0829:219 186.14714:10 201.12009:62 209.66817:11 227.09993:206 245.11415:997
2760,pos_1081,Simple ID,,1,pos,1081,2.088,172.09721,[M+H]+,generic,C8H13NO3,N-butyryl-L-homoserine lactone,4.7675,4.7675,Unknown,3,10,172.0972,[M+H]+,171.089543276,-0.0003803,2.867,N-acyl-alpha amino acids and derivatives,VFFNZZXXTGXBOG-ZCFIWIBFSA-N,O=C(NC1C(=O)OCC1)CCC,"ChEBI=CHEBI:29643,LipidMAPS=LMFA08030002,PubChem=10130163,UNPD=UNPD142536,BLEXP=BLEXPDB00010130163,COCONUT=CNP0186467",0.1043,0.0915,0.0948,0.0637,0.0627,0.0587,0.0791,0.0774,0.0783,0.0408,0.0513,0.0573,0.0577,0.0574,0.057,0.0908,0.0892,0.0989,0.116,0.1124,0.1094,0.0405,0.0527,0.0987,0.0555,0.0468,0.0653,0.0598,0.0562,0.0573,0.0521,0.0486,0.0558,0.0422,0.031,0.031,0.0334,0.031,0.0349,0.0385,0.0386,0.0309,0.0577,0.0665,0.0652,0.059,0.0631,0.0664,0.065,60.0792:133 82.06396:39 82.0764:20 82.33797:26 99.00671:328 128.05005:255 128.10426:50 154.08705:424 154.13206:17 172.09671:46
