cluster,selected_feature,annotation_result,annotation_warning,cluster.size,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,level,Formula,Structure,Total.score,Final.score,Title,MS1.count,MSMS.count,PRECURSORMZ,PRECURSORTYPE,Theoretical.mass,Mass.error,Formula.score,Ontology,InChIKey,SMILES,Links,NW3.1,NW3.2,NW15.1,NW3.3,NW15_P.1,NW15_P.2,NW3_P.1,NW15.2,NW3_P.2,NW15.3,NW15_P.3,NW15.4,NW15.5,NW15_P.4,NW3_P.3,NW3_P.4,NW3.4,NW15_P.5,NW3_P.5,NW3_P.6,NW3.5,Blank.1,Blank.2,Blank.3,QC.1,QC.2,QC.3,QC.4,QC.5,MS.MS.spectrum
650,pos_4811,Simple ID,Other possible annotated peaks for this cluster.,4,pos,4811,14.165,1576.22961,[2M+H]+,generic,C44H86NO8P,PC(18:0/18:1(11Z)),6.0601,6.0601,Unknown,3,24,1576.23,[2M+H]+,787.6091053,-0.0025307,2.515,Phosphatidylcholines,AEAMHDRXCYEOCU-HTDYWKJCSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCCCC,"HMDB=HMDB0008037,ChEBI=CHEBI:86109,YMDB=YMDB01890,FooDB=FDB025228,BMDB=BMDB08037,LipidMAPS=LMGP01010750,Urine=HMDB0008037,Saliva=HMDB0008037,Serum=HMDB0008037,BLEXP=BLEXPDB00024778815,COCONUT=CNP0060202",0.1384,0.1107,0.1172,0.1485,0.1468,0.1568,0.1466,0.1413,0.1513,0.1346,0.0913,0.1783,0.1512,0.1274,0.1544,0.133,0.1567,0.0999,0.1344,0.15,0.1448,0,0,0,0.315,0.3029,0.3471,0.3033,0.3251,71.07348:150 81.06869:189 86.09718:280 104.10636:19 181.47807:18 184.03085:107 184.07338:6335 184.15956:37 184.19022:21 184.24492:21 184.28825:17 184.43787:27 185.07376:88 198.08922:149 445.26999:52 507.36188:45 606.54962:20 628.54199:30 788.61707:1778 789.62482:112 802.63428:39 971.68793:32 972.68469:16 1576.19312:53
651,pos_4774,Simple ID,,4,pos,4774,11.725,1542.15088,[2M+K]+,generic,C44H81NO8,GlcCer(d18:2/20:1),3.6888,3.6888,Unknown,3,48,1542.151,[2M+K]+,751.5962186,0.0020233,1.79,Glycosyl-N-acylsphingosines,SRPRXULKDCYZGV-MRPIMADNNA-N,O=C(NC(COC1OC(CO)C(O)C(O)C1O)C(O)C=CCCCCCCCCC=CCCC)CCCCCCCCCC=CCCCCCCCC,LipidMAPS=LMSP0501AA35;LMSP0501AC20,0.2019,0.2185,0.2063,0.2137,0.2327,0.2343,0.2353,0.1983,0.2301,0.2171,0.1789,0.2342,0.2228,0.2308,0.2345,0.241,0.2298,0.1837,0.228,0.1395,0.2272,0,0,0,0.3745,0.3227,0.3665,0.3393,0.3407,60.08088:115 71.07114:97 80.36687:14 86.09634:41 104.1064:168 125.00029:158 175.1494:151 175.17964:12 184.04124:67 184.07285:9913 184.20679:15 184.28355:62 184.54707:13 184.57539:15 184.74521:22 184.75919:33 185.07492:264 185.34554:10 198.0881:354 198.12744:12 210.08534:54 290.05374:16 311.0947:30 476.29855:72 486.28116:142 496.34335:66 502.32159:51 725.47247:18 737.45801:23 758.52301:43 758.56848:976 758.6488:12 758.79456:18 759.25354:19 759.78241:14 760.94958:22 761.28131:19 772.57697:22 780.55969:62 781.54895:14 784.5863:800 784.67352:18 785.578:39 785.74365:40 823.53638:32 882.55316:29 1149.21655:22 1542.14014:174
652,pos_3057,Simple ID,,1,pos,3057,12.282,790.573,[M+H]+,generic,C46H80NO7P,"PC(P-18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",5.1883,5.1883,Unknown,3,19,790.573,[M+H]+,789.5672405,0.001517,2.832,"1-(1Z-alkenyl),2-acyl-glycerophosphocholines",FJKJTTCPLFXVEB-VRIHKRKTSA-N,O=C(OC(COC=CCCCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCC=CCC=CCC=CCC=CCC=CCC,"HMDB=HMDB0011288,ChEBI=CHEBI:89926,FooDB=FDB028035,BMDB=BMDB11288,Urine=HMDB0011288,Saliva=HMDB0011288,Serum=HMDB0011288,COCONUT=CNP0084065",0.1333,0.1399,0.1396,0.1343,0.1661,0.2104,0.1456,0.1147,0.1304,0.1425,0.1304,0.1371,0.1599,0.1503,0.1747,0.1388,0.1294,0.1368,0.1285,0.0345,0.1237,0,0,0,0.1606,0.1291,0.1524,0.1287,0.1403,86.09772:236 146.97983:162 189.11218:26 333.31244:69 608.5033:19 650.52521:45 731.43414:21 731.49817:462 732.48193:15 732.86304:18 741.62744:46 790.06403:20 790.39697:17 790.49451:39 790.57318:4275 790.69:40 790.77753:60 790.98236:15 791.05945:43
653,pos_4295,Simple ID,Other possible annotated peaks for this cluster.,7,pos,4295,21.409,942.75568,[M+NH4]+,generic,C61H96O6,"TG(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))",6.5802,6.5802,Unknown,3,44,942.7557,[M+NH4]+,924.7206908,-0.0011837,3.173,Triacylglycerols,ABRDLWYBZGTCTL-XBPNRUQUSA-N,O=C(OCC(OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCC=CCCCCCC)CCCCCC=CCC=CCC=CCC=CCC=CCC,"HMDB=HMDB0049004,LipidMAPS=LMGL03011605",0.2194,0.2164,0.3303,0.2912,0.2951,0.3497,0.2785,0.2411,0.2496,0.3072,0.2428,0.3049,0.3283,0.2837,0.2866,0.2535,0.2169,0.3042,0.2428,0.2082,0.2377,0,0.0147,0,0.2178,0.2059,0.2273,0.2371,0.1971,107.04861:82 107.08447:123 111.07893:23 131.0826:47 145.54256:21 159.11566:42 173.09489:38 177.16125:40 187.11353:43 199.14975:98 201.16328:64 203.17921:106 213.15904:112 223.17001:78 241.16023:30 285.21954:13 287.23184:46 311.23535:234 335.26791:27 337.27411:78 387.29816:11 577.43298:25 597.48785:801 597.55212:23 597.73688:11 599.50793:46 603.52948:113 603.69958:11 604.54199:17 623.5072:99 625.51562:39 641.51123:79 645.4859:119 646.33936:10 647.50488:128 823.7168:33 907.7771:67 925.72736:218 926.29901:49 942.55597:23 942.75592:2591 942.8761:15 942.99103:14 943.21973:12
654,pos_3452,Unknown compound,,8,pos,3452,12.945,836.61731,[M+K]+,,,,,,,,,,,,,,,,,,1.0583,0.8373,0.6783,0.903,0.7901,0.7579,0.7969,0.7682,0.8754,0.6979,0.6877,0.8457,0.8377,0.7386,0.8517,0.8608,1.0005,0.748,0.7774,0.6602,0.7654,0.0683,0.0346,0.0242,0.8966,0.7785,0.9682,0.8889,0.8274,60.08286:88 71.07326:84 71.08474:25 80.97418:100 86.0969:624 86.15044:12 98.98634:25 104.10855:439 104.13863:17 124.99991:471 125.04719:10 166.06252:82 184.0278:50 184.07379:9594 184.16476:25 184.21196:32 184.23593:28 184.26399:118 184.29668:15 184.32585:15 184.34859:31 184.37219:30 184.47607:15 184.55624:31 184.60825:26 184.65077:20 184.68028:21 184.71217:15 185.07457:80 485.08603:37 524.37701:46 552.34357:20
655,pos_3076,Simple ID,,1,pos,3076,11.327,792.5907,[M+H]+,generic,C46H82NO7P,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z))",5.4372,5.4372,Unknown,3,22,792.5907,[M+H]+,791.5828906,-0.000533,2.909,"1-acyl,2-(1Z-alkenyl)-glycerophosphocholines",BKCKPUXEOILIKW-YNZCAZTGNA-N,O=C(OCC(OC=CCCCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCC=CCC=CCC=CCC=CCCCCC,"HMDB=HMDB0008457,ChEBI=CHEBI:88894,YMDB=YMDB02130,FooDB=FDB025647,BMDB=BMDB08457,Urine=HMDB0008457,Saliva=HMDB0008457,Serum=HMDB0008457,COCONUT=CNP0084688",0.0527,0.0542,0.0588,0.0521,0.0618,0.0864,0.0546,0.0529,0.0551,0.0616,0.0476,0.0473,0.0689,0.0555,0.0488,0.0507,0.0586,0.0553,0.0601,0.0377,0.0449,0,0,0,0.0592,0.0456,0.0594,0.053,0.0271,60.07882:203 67.05328:184 69.07095:51 86.09613:416 95.47298:87 97.10203:33 117.06745:134 125.00003:446 145.10294:212 184.07352:4118 185.40196:12 186.02608:16 190.10298:63 454.33163:58 477.32285:51 489.22119:81 575.49805:194 597.46686:28 597.6698:21 621.47961:139 651.53638:47 788.88947:11
656,pos_308,Unknown compound,,1,pos,308,1.156,251.18568,[M+H]+,,,,,,,,,,,,,,,,,,0.926,0.1783,0.4912,0.0919,1.5506,0.6035,1.0024,1.794,1.6421,1.4432,0.8004,0.0568,0.2721,0.2699,0.9499,0.254,0.0877,0.2339,0.077,0.35,1.8885,0.3506,0.4121,0.3664,0.7925,0.587,0.7911,0.5822,0.7226,55.05439:166 57.06992:341 59.04848:119 73.0637:67 83.08372:41 89.05943:1912 89.08256:77 89.14429:11 89.30291:34 111.07769:106 117.08901:18 117.11073:76 133.08438:249 133.45979:19 145.12091:177 151.09454:88 195.26045:13
657,pos_3082,Unknown compound,,1,pos,3082,21.911,792.70923,[M+H]+,,,,,,,,,,,,,,,,,,0.2646,0.0386,0.0049,0.0641,0.0429,0.0042,0.0695,0.0881,0.1105,0.0579,0.1942,0.117,0.0075,0.0484,0.078,0.1406,0.278,0.0567,0.088,0.0769,0.0537,0.8612,0.8292,0.7581,0.1315,0.0386,0.0865,0.077,0.036,83.08392:152 83.10786:12 93.06696:77 179.1763:45 319.25876:10 339.28973:56 491.39899:29 493.42783:182 495.44305:1271 495.72253:21 496.44357:29 507.44168:214 507.50217:13 519.43927:681 521.45874:505 521.53546:25 523.4682:82 524.43829:14 535.4696:91 547.47205:760 548.47723:34 549.45447:20 549.4892:228 575.37042:21 575.50287:829 575.57959:16 576.23792:23 576.55505:19 577.52313:104 628.54065:23 774.7702:55 775.69049:20 792.70667:2135 793.09662:38 793.20184:19
658,pos_3083,Simple ID,,1,pos,3083,21.847,792.70929,[M+NH4]+,generic,C49H90O6,"TG(14:0/18:2(9Z,12Z)/14:0)",4.1453,4.1453,Unknown,3,36,792.7093,[M+NH4]+,774.6737406,-0.0017338,2.11,Triacylglycerols,GKDPKSOMRSXQES-FRIQFDFRSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCC)CCCCCCCCCCCCC,HMDB=HMDB0042511,0.2646,0.0386,0.0207,0.0641,0.0429,0.0172,0.0695,0.0881,0.1105,0.0579,0.1942,0.117,0.0377,0.0484,0.078,0.1406,0.278,0.0567,0.088,0.0769,0.0537,0.5768,0.62,0.3075,0.1315,0.0386,0.0865,0.077,0.036,57.06109:142 95.07823:46 109.10057:51 239.2632:66 491.50769:33 491.52783:15 493.52719:368 495.54233:1327 495.8259:23 495.88132:21 496.28726:17 507.5466:124 519.55444:508 520.20294:21 521.48041:28 521.5672:458 523.5827:95 535.58881:101 536.62366:30 547.59052:845 548.58795:22 549.60809:204 549.68756:29 550.57648:17 563.62677:100 575.52277:37 575.6347:789 575.95087:41 576.5575:31 576.62885:67 577.74951:113 580.55481:18 603.66949:84 775.8689:167 792.83301:17 792.90363:2033
659,pos_3095,Simple ID,,1,pos,3095,13.506,794.60663,[M+H-H2O]+,generic,C46H86NO8P,"PC(20:1(11Z)/18:2(9Z,12Z))",6.2351,6.2351,Unknown,3,21,794.6066,[M+H-H2O]+,811.6091053,-0.0007829,3.127,Phosphatidylcholines,KJDCENXZHMAYTN-VHWCKNCUSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCC=CCCCCCCCC,"HMDB=HMDB0008303,ChEBI=CHEBI:89105,YMDB=YMDB02054,FooDB=FDB025493,BMDB=BMDB08303,LipidMAPS=LMGP01011818,Urine=HMDB0008303,Saliva=HMDB0008303,Serum=HMDB0008303,COCONUT=CNP0084551",0.1087,0.0852,0.1045,0.0983,0.1064,0.1332,0.0887,0.0919,0.0886,0.0932,0.0879,0.1126,0.1024,0.0933,0.1006,0.0862,0.0871,0.0954,0.0874,0.0376,0.0885,0.0269,0,0.0271,0.1304,0.1266,0.1249,0.1209,0.1186,60.08141:370 69.06919:130 72.05856:45 86.09576:390 91.05318:22 98.98431:117 109.09995:83 111.11618:16 125.00024:225 130.16159:54 184.0737:3325 184.21649:34 184.40038:48 184.62241:35 185.07617:30 251.08388:44 293.50931:10 325.1171:77 417.16663:89 526.33051:18 653.547:50
660,pos_3097,Simple ID,,1,pos,3097,12.391,794.60736,[M+H]+,generic,C46H84NO7P,"PC(P-18:1(9Z)/20:3(5Z,8Z,11Z))",6.8241,6.8241,Unknown,3,20,794.6074,[M+H]+,793.5985407,-0.0015829,3.356,"1-(1Z-alkenyl),2-acyl-glycerophosphocholines",CJYQPRLJFDUQJN-XDCBNNJESA-N,O=C(OC(COC=CCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCC=CCC=CCC=CCCCCCCCC,"HMDB=HMDB0011317,ChEBI=CHEBI:89464,FooDB=FDB028060,BMDB=BMDB11317,Urine=HMDB0011317,Saliva=HMDB0011317,Serum=HMDB0011317,COCONUT=CNP0084316",1.5303,1.6243,1.7219,1.4835,1.8055,2.7322,1.6603,1.3324,1.7267,1.7056,1.5538,2.0173,1.6711,1.5729,1.6503,1.6471,1.6913,1.6171,1.8011,0.6946,1.9254,0,0,0,2.2855,1.8713,2.1188,2.2933,2.009,60.0808:135 70.21393:13 83.08604:82 86.09331:29 125.00134:32 184.07373:8327 184.16431:25 184.29637:28 184.55133:38 184.63161:45 184.66429:60 185.07698:131 482.35547:82 482.77719:23 508.3721:15 510.28754:54 735.49542:83 794.49457:11 794.60724:2658 794.71399:23
661,pos_3982,Simple ID,Other possible annotated peaks for this cluster.,9,pos,3982,22.528,896.77026,[M+NH4]+,generic,C57H98O6,"TG(16:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",4.9374,4.9374,Unknown,3,112,896.7703,[M+NH4]+,878.7363409,-0.0001336,2.267,Triacylglycerols,CDNDFDKFZBPPFW-DZTVDHQXSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCC)CCCC=CCC=CCC=CCC=CCCCCC,"HMDB=HMDB0005441,ChEBI=CHEBI:90072,FooDB=FDB023717,BMDB=BMDB05441,LipidMAPS=LMGL03010400,Serum=HMDB0005441,COCONUT=CNP0387874",5.8088,4.4983,6.3312,6.2203,5.0539,5.5338,5.8042,4.4967,4.7641,6.388,7.2983,6.6201,7.897,5.1635,4.8916,5.9257,5.7279,6.787,6.3653,5.1543,5.0313,0.7475,0.6677,0.7037,5.3878,4.6946,3.9584,4.7976,4.4308,83.08131:88 107.08277:11 117.06773:57 117.08548:10 121.10307:246 123.11591:24 131.08359:26 135.12148:77 135.40598:85 147.12241:23 148.21671:40 161.14023:148 163.16159:28 165.17067:38 177.17426:53 191.19493:83 217.17897:124 233.24614:42 243.23701:189 245.25754:169 246.25752:98 251.56088:15 259.23914:32 261.25348:56 262.25952:164 263.27399:22 263.30807:69 264.27551:119 289.28857:110 289.33679:10 311.28479:120 315.31277:27 319.31024:119 331.31915:15 337.32852:102 339.34335:160 355.30814:44 413.42056:28 421.95688:11 441.43152:13 489.48831:142 491.50964:73 493.44223:39 499.46909:60 505.52469:63 523.56042:29 529.53796:79 548.57208:208 548.6438:16 549.60284:71 550.6131:150 551.61823:17 551.67621:36 573.60632:11 575.61084:25 597.61975:2545 598.62262:327 599.52466:166 599.63727:6421 599.98004:29 600.01373:34 600.09039:44 600.16705:42 600.34595:35 600.64203:1165 600.96808:19 601.01056:25 601.65204:1825 601.78644:13 601.86273:10 602.22961:47 602.65356:165 603.6806:45 615.63892:339 615.71637:22 624.64471:75 625.66113:88 626.67004:46 627.84839:32 628.67432:13 629.54156:35 643.63416:36 643.73199:30 657.63263:44 685.69342:13 753.823:97 767.82245:35 781.84973:32 796.86865:18 801.62152:34 809.84705:51 843.92688:29 861.94324:252 862.92993:49 862.9834:21 879.96655:3666 880.12921:25 880.17236:16 880.26733:16 880.45178:25 880.83405:33 880.97272:757 881.11224:15 881.2052:32 881.59735:26 886.76648:19 895.9632:22 896.17297:58 896.74219:44 896.87921:23 896.99896:13818 897.19495:127
662,pos_3104,Unknown compound,,1,pos,3104,12.312,795.58167,[M+H]+,,,,,,,,,,,,,,,,,,0.0212,0.002,0.0117,0.0016,0.0016,0,0.022,0.0016,0.0054,0.0055,0.0051,0.0048,0.0015,0.0203,0.0156,0.0051,0.0059,0.0212,0.0057,0.0302,0.019,0,0,0,0,0.0124,0.0017,0.0045,0.0047,124.99683:111 125.01224:21 184.07248:1674 184.15002:17 184.79683:38 185.07608:91 794.60345:48 795.60968:3231 795.73242:18 796.00854:21
663,pos_3109,Simple ID,,1,pos,3109,21.403,795.64807,[M+Na]+,generic,Spectral DB search,CoQ9,8.7718,8.7718,Unknown,3,57,795.6481,[M+Na]+,-1,0,5,CoQ,UUGXJSBPSRROMU-UHFFFAOYSA-N,O=C1C(OC)=C(OC)C(=O)C(=C1C)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,,0.0303,0.0252,0.0266,0.0258,0.027,0.0216,0.0283,0.018,0.0223,0.0202,0.0254,0.0234,0.032,0.0213,0.0272,0.0308,0.0235,0.0315,0.0263,0.0343,0.0294,0.0754,0.156,0.1155,0.0217,0.0208,0.0222,0.021,0.0199,67.05377:151 67.07257:20 123.11614:39 133.10094:119 149.13251:61 149.82401:14 165.16258:139 169.10271:97 187.14569:177 197.08058:909 197.1335:13 201.08534:76 203.17851:109 209.07874:60 217.19244:93 219.10368:121 237.1118:18 251.12868:29 261.4559:24 263.12909:75 271.23825:92 275.16028:131 278.02719:16 278.07367:27 297.14737:53 300.27747:80 319.19629:125 321.18274:117 325.28671:17 325.63644:50 327.30295:27 345.20551:36 355.22961:87 380.35583:25 385.23511:45 391.33783:34 415.28244:31 439.27698:48 447.81155:60 461.41129:29 489.44156:100 509.36163:22 511.37814:25 513.39276:101 518.47827:13 522.68097:41 535.37781:90 646.49805:15 647.50574:22 695.53204:18 699.53015:49 713.54498:54 726.56964:79 763.604:101 777.61853:70 795.62756:1926 795.91882:31
664,pos_3114,Simple ID,,1,pos,3114,14.251,796.58691,[M+H]+,generic,C45H82NO8P,"PE(20:0/20:4(5Z,8Z,11Z,14Z))",6.4829,6.4829,Unknown,3,13,796.5869,[M+H]+,795.5778052,-0.0018183,3.337,Phosphatidylethanolamines,CIXWKDHTFXYVTC-LYPBNKOOSA-N,O=C(OCC(OC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN)CCCCCCCCCCCCCCCCCCC,"HMDB=HMDB0009234,FooDB=FDB026424,BMDB=BMDB09234,LipidMAPS=LMGP02011177,COCONUT=CNP0060301",0.0036,0.0045,0.0013,0.0152,0.0023,0.0012,0.001,0.0465,0.005,0.0031,0.0046,0.0215,0.0025,0.0018,0.005,0.0028,0.0038,0.0088,0.0083,7.00E-04,3.00E-04,0.1631,0.105,0.0214,0.0199,0.055,0.0704,0.0517,0.0444,57.03412:52 60.08148:275 83.0842:78 86.09624:808 86.12243:21 99.01048:20 125.00073:259 166.06441:22 184.0732:5740 184.14565:21 184.35796:34 184.47388:30 185.07401:57
665,pos_3117,Simple ID,,1,pos,3117,13.714,796.62262,[M+Na]+,generic,C44H88NO7P,PC(P-18:0/18:0),6.133,6.133,Unknown,3,20,796.6226,[M+Na]+,773.6298408,-0.0035385,2.948,"1-(1Z-alkenyl),2-acyl-glycerophosphocholines",HCBLXOORGBFPGF-PHHYKNGOSA-N,O=C(OC(COC=CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCCCC,"HMDB=HMDB0011241,FooDB=FDB027992,BMDB=BMDB11241,LipidMAPS=LMGP01030057,Serum=HMDB0011241,COCONUT=CNP0002022",0.4024,0.4574,0.4943,0.4824,0.5849,0.841,0.4252,0.5064,0.427,0.531,0.394,0.5596,0.5156,0.5339,0.5273,0.4111,0.4612,0.4272,0.3989,0.177,0.2512,0,0,0,0.7773,0.7694,0.8328,0.7589,0.7216,60.07218:91 60.08128:214 60.24143:45 71.07217:128 86.09731:670 87.09903:95 87.12228:11 104.10804:62 125.00079:80 166.06088:64 184.07375:8402 184.12646:102 184.2589:16 184.38177:59 184.65701:23 184.74525:61 185.0761:30 306.13815:149 436.35303:17 796.40918:40
666,pos_3903,Simple ID,Other possible annotated peaks for this cluster.,7,pos,3903,22.771,886.79095,[M+NH4]+,generic,Spectral DB search,TG 53:4|TG 17:1_18:1_18:2,8.3592,8.3592,Unknown,3,47,886.791,[M+NH4]+,-1,0,5,TG,VESVDAJIPQIOEH-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCC)CCCCCCCC=CCC=CCCCCC,,0.5043,0.2787,0.5452,0.5093,0.5549,0.5761,0.3727,0.4337,0.4827,0.5409,0.6004,0.4995,0.6319,0.5354,0.5359,0.5426,0.4583,0.5552,0.5448,0.5785,0.4403,0.2825,0.2536,0.1527,0.3931,0.4353,0.4952,0.2609,0.451,71.08526:28 85.10239:156 95.08556:161 99.08345:31 105.96339:67 109.09936:43 233.22795:175 233.27405:14 253.7308:11 261.2204:35 263.23801:81 279.27054:72 287.27783:20 315.272:21 325.27405:68 387.36206:63 403.37427:35 430.76514:31 525.46802:89 575.50134:122 587.50452:1089 588.24207:14 588.51788:61 589.40594:11 589.52191:1329 589.90527:63 590.51569:69 591.53784:208 592.54169:13 599.50635:335 601.3678:30 601.52032:944 601.58038:20 601.68066:27 602.52502:37 602.9093:44 603.53534:57 613.50464:31 615.54053:70 851.74664:85 852.76929:16 869.13055:11 869.75818:665 870.74786:24 886.66937:52 886.7876:3307 887.05151:11
667,pos_3135,Simple ID,,1,pos,3135,14.647,799.6709,[M+H]+,generic,C46H91N2O6P,SM(d18:2/23:0),6.006,6.006,Unknown,3,12,799.6709,[M+H]+,798.6614753,-0.0021483,2.8,Phosphocholines,JBDGKEXQKCCQFK-XRUXFBPNNA-N,O=C(NC(COP(=O)([O-])OCC[N+](C)(C)C)C(O)C=CCCCCCCCCC=CCCC)CCCCCCCCCCCCCCCCCCCCCC,"LipidMAPS=LMSP03010075,BLEXP=BLEXPDB00052931209",0.0365,0.0422,0.0292,0.0822,0.0301,0.0357,0.0316,0.1855,0.0303,0.0343,0.028,0.1402,0.0322,0.0272,0.0308,0.0237,0.0373,0.0428,0.0427,0.003,0.0304,0,0,0,0.1259,0.417,0.4892,0.4229,0.2913,60.0786:89 71.07351:157 86.09716:302 104.10656:136 125.0005:223 184.07326:4997 184.19392:15 184.23511:29 184.2587:21 184.34364:55 184.515:62 422.53586:33
668,pos_3141,Simple ID,,1,pos,3141,8.638,800.58154,[M+H]+,generic,C44H82NO9P,"PS(O-18:0/20:3(8Z,11Z,14Z))",4.8934,4.8934,Unknown,3,20,800.5815,[M+H]+,799.5727198,-0.0015037,2.634,"1-alkyl,2-acyl-glycerol-3-phosphoserines",DNWVKXCEBAHYHS-DIGCQJCMNA-N,O=C(OC(COCCCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCC=CCC=CCC=CCCCCC,"LipidMAPS=LMGP03020036,BLEXP=BLEXPDB00052926125",0.0913,0.012,0.0124,0.0141,0.0125,0.0159,0.0154,0.0111,0.0119,0.0104,0.0089,0.0138,0.0164,0.0144,0.0137,0.0217,0.0134,0.0152,0.0138,0.0124,0.0258,0,0,0,0.0257,0.0366,0.0374,0.0265,0.0346,60.08042:207 86.09686:350 86.12511:15 96.0889:11 98.982:89 124.99811:166 159.06508:42 184.07365:2552 184.15968:14 184.20679:31 184.24933:10 184.34798:53 184.39056:39 184.41959:32 184.7076:26 368.38992:23 370.72595:44 496.3371:98 617.44727:60 800.27686:83
669,pos_3155,Unknown compound,,1,pos,3155,8.608,802.53955,[M+2Na]+,,,,,,,,,,,,,,,,,,0.0578,0.0792,0.0757,0.0821,0.0606,0.0966,0.0795,0.0687,0.0816,0.0672,0.0565,0.0708,0.0774,0.0769,0.0704,0.0836,0.0764,0.0575,0.0734,0.0854,0.0898,0,0,0,0.1323,0.1262,0.1284,0.1193,0.1296,60.08156:169 60.98822:11 81.07005:40 86.09709:885 86.14177:15 98.98398:54 124.99933:240 125.18034:61 125.30393:42 184.07317:4261 184.13527:34 184.22107:14 184.24536:67 184.40041:28 367.15411:22 518.31769:60 518.35016:21
670,pos_3573,Unknown compound,,2,pos,3573,14.767,848.65387,[M+ACN+Na]+,,,,,,,,,,,,,,,,,,0.0319,0.0471,0.0642,0.0549,0.0613,0.0989,0.0519,0.0565,0.0467,0.0641,0.0567,0.0791,0.0666,0.0652,0.0536,0.0455,0.042,0.0549,0.0523,0.0071,0.026,0,0,0,0.0815,0.0917,0.1171,0.1011,0.1002,60.08167:98 86.09682:287 106.0653:121 106.09204:11 124.99853:177 143.41907:45 183.99478:22 184.07338:3491 184.29475:22 184.31555:22 184.47722:136 184.51384:10 186.05643:207 186.22699:17 187.0629:129 187.86208:14 631.52966:51
671,pos_317,Simple ID,,1,pos,317,4.382,256.26422,[M+H]+,generic,C16H33NO,Palmitic amide,6.5304,6.5304,Unknown,3,8,256.2642,[M+H]+,255.2562147,-0.0007089,3.285,Fatty amides,HSEMFIZWXHQJAE-UHFFFAOYSA-N,O=C(N)CCCCCCCCCCCCCCC,"HMDB=HMDB0012273,KNApSAcK=C00037269,ChEBI=CHEBI:74475,FooDB=FDB011671,BMDB=BMDB12273,LipidMAPS=LMFA08010009,UNPD=UNPD146161,BLEXP=BLEXPDB00000069421,COCONUT=CNP0243925",0.1834,0.1481,0.1979,0.12,0.1505,0.1685,0.1741,0.1243,0.1786,0.1363,0.1359,0.1739,0.1469,0.2244,0.1925,0.1723,0.1562,0.1757,0.1943,0.1335,0.15,0.8521,1.3818,0.8056,0.1972,0.1232,0.1958,0.1773,0.1976,88.07526:12 100.34304:39 116.10732:82 149.52185:16 158.1568:21 256.22116:27 256.26355:2218 256.46054:27
